EventCode,GTPVersion,Description,InformationElement,MessageType
128152,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
128153,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
128154,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
128155,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
128156,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
128157,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
128158,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
128159,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
12815a,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
12815b,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
12815c,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
12815d,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
12815e,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
12815f,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
128160,GTPv1,Out-of-state GTPv1 message,,MBMS Notification Request
128161,GTPv1,Out-of-state GTPv1 message,,MBMS Notification Response
128162,GTPv1,Out-of-state GTPv1 message,,MBMS Notification Reject Request
128163,GTPv1,Out-of-state GTPv1 message,,MBMS Notification Reject Response
128164,GTPv1,Out-of-state GTPv1 message,,Create MBMS Context Request
128165,GTPv1,Out-of-state GTPv1 message,,Create MBMS Context Response
128166,GTPv1,Out-of-state GTPv1 message,,Update MBMS Context Request
128167,GTPv1,Out-of-state GTPv1 message,,Update MBMS Context Response
128168,GTPv1,Out-of-state GTPv1 message,,Delete MBMS Context Request
128169,GTPv1,Out-of-state GTPv1 message,,Delete MBMS Context Response
12816a,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
12816b,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
12816c,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
12816d,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
12816e,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
12816f,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
128170,GTPv1,Out-of-state GTPv1 message,,MBMS Registration Request
128171,GTPv1,Out-of-state GTPv1 message,,MBMS Registration Response
128172,GTPv1,Out-of-state GTPv1 message,,MBMS De-Registration Request
128173,GTPv1,Out-of-state GTPv1 message,,MBMS De-Registration Response
128174,GTPv1,Out-of-state GTPv1 message,,MBMS Session Start Request
128175,GTPv1,Out-of-state GTPv1 message,,MBMS Session Start Response
128176,GTPv1,Out-of-state GTPv1 message,,MBMS Session Stop Request
128177,GTPv1,Out-of-state GTPv1 message,,MBMS Session Stop Response
128178,GTPv1,Out-of-state GTPv1 message,,MBMS Session Update Request
128179,GTPv1,Out-of-state GTPv1 message,,MBMS Session Update Response
12817a,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message
12817b,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message
12817c,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message
12817d,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message
12817e,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message
12817f,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message
128180,GTPv1,Out-of-state GTPv1 message,,MS Info Change Notification Request
128181,GTPv1,Out-of-state GTPv1 message,,MS Info Change Notification Response
128182,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
1281f0,GTPv1,Out-of-state GTPv1 message,,Data Record Transfer Request
1281f1,GTPv1,Out-of-state GTPv1 message,,Data Record Transfer Response
1281f2,GTPv1,Out-of-state GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
1281fe,GTPv1,Out-of-state GTPv1 message,,End Marker
1281ff,GTPv1,Out-of-state GTPv1 message,,G-PDU
