EventCode,GTPVersion,Description,InformationElement,MessageType
1242ac,GTPv2,Unexpected sequence number in GTPv2 header,,For future use
1242b0,GTPv2,Unexpected sequence number in GTPv2 header,,Downlink Data Notification
1242b1,GTPv2,Unexpected sequence number in GTPv2 header,,Downlink Data Notification Acknowledge
1242b3,GTPv2,Unexpected sequence number in GTPv2 header,,PGW Restart Notification
1242b4,GTPv2,Unexpected sequence number in GTPv2 header,,PGW Restart Notification Acknowledge
1242b2,GTPv2,Unexpected sequence number in GTPv2 header,,Reserved. Allocated in earlier version of the specification.
1242b5,GTPv2,Unexpected sequence number in GTPv2 header,,For future use
1242c8,GTPv2,Unexpected sequence number in GTPv2 header,,Update PDN Connection Set Request
1242c9,GTPv2,Unexpected sequence number in GTPv2 header,,Update PDN Connection Set Response
1242ca,GTPv2,Unexpected sequence number in GTPv2 header,,For future use
1242d3,GTPv2,Unexpected sequence number in GTPv2 header,,Modify Access Bearers Request
1242d4,GTPv2,Unexpected sequence number in GTPv2 header,,Modify Access Bearers Response
1242d5,GTPv2,Unexpected sequence number in GTPv2 header,,For future use
1242e7,GTPv2,Unexpected sequence number in GTPv2 header,,MBMS Session Start Request
1242e8,GTPv2,Unexpected sequence number in GTPv2 header,,MBMS Session Start Response
1242e9,GTPv2,Unexpected sequence number in GTPv2 header,,MBMS Session Update Request
1242ea,GTPv2,Unexpected sequence number in GTPv2 header,,MBMS Session Update Response
1242eb,GTPv2,Unexpected sequence number in GTPv2 header,,MBMS Session Stop Request
1242ec,GTPv2,Unexpected sequence number in GTPv2 header,,MBMS Session Stop Response
1242ed,GTPv2,Unexpected sequence number in GTPv2 header,,For future use
1242f0,GTPv2,Unexpected sequence number in GTPv2 header,,Reserved for Sv interface (see also types 25 to 31)
1242f8,GTPv2,Unexpected sequence number in GTPv2 header,,For future use
